PubMedID,Entity_1,Entity_2,Sentence,BioBERT_Relation,PubMedBERT_Relation,BioLinkBERT_Relation,Relation,Source
1375118,Granulocyte-macrophage colony-stimulating factor,Steel Factor,"Granulocyte-macrophage colony-stimulating factor (GM-CSF), Interleukin-3 (IL-3), and Steel Factor (SF) induce proliferation of hematopoietic cells through binding to specific, high-affinity, cell surface receptors.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
1375123,Granulocyte-macrophage colony-stimulating factor,G-CSF,Granulocyte-macrophage colony-stimulating factor (GM-CSF) and granulocyte colony-stimulating factor (G-CSF) are two of the growing number of recognized cytokines involved in the regulation of hematopoiesis.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
1375123,Granulocyte-macrophage colony-stimulating factor,cytokines,Granulocyte-macrophage colony-stimulating factor (GM-CSF) and granulocyte colony-stimulating factor (G-CSF) are two of the growing number of recognized cytokines involved in the regulation of hematopoiesis.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
1375123,Granulocyte-macrophage colony-stimulating factor,granulocyte colony-stimulating factor,Granulocyte-macrophage colony-stimulating factor (GM-CSF) and granulocyte colony-stimulating factor (G-CSF) are two of the growing number of recognized cytokines involved in the regulation of hematopoiesis.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
1375304,Tumor necrosis factor,macrophage-derived cytokine,Tumor necrosis factor (TNF) is a macrophage-derived cytokine that causes hemorrhagic necrosis of several human tumors in vitro.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
1375304,Tumor necrosis factor,macrophage-derived cytokine,Tumor necrosis factor (TNF) is a macrophage-derived cytokine that causes hemorrhagic necrosis of several human tumors in vitro.,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,LLM_JUDGE
1376041,Interleukin-6,TNF-alpha,"Interleukin-6 (IL-6) and tumor necrosis factor-alpha (TNF-alpha) are both secreted by in vivo-activated normal B cells and by in vivo-activated B cells from patients with polyclonal B-cell activation, including individuals infected with the human immunodeficiency virus (HIV).",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
1376041,Interleukin-6,tumor necrosis factor-alpha,"Interleukin-6 (IL-6) and tumor necrosis factor-alpha (TNF-alpha) are both secreted by in vivo-activated normal B cells and by in vivo-activated B cells from patients with polyclonal B-cell activation, including individuals infected with the human immunodeficiency virus (HIV).",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
1378728,Tumor necrosis factor,adhesion molecules,"Tumor necrosis factor alpha (TNF-alpha) exerts multiple actions on endothelial cells including among others the expression of pro-coagulant activity and adhesion molecules, and secretion of cytokines.",NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,LLM_JUDGE
1378728,Tumor necrosis factor,cytokines,"Tumor necrosis factor alpha (TNF-alpha) exerts multiple actions on endothelial cells including among others the expression of pro-coagulant activity and adhesion molecules, and secretion of cytokines.",NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,LLM_JUDGE
1378983,Interleukin-2,IFNs,"Interleukin-2, IFNs, and TNF are biologic response modifiers that are part of an intricate network of interacting cytokines released during an immune response.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
1378983,Interleukin-2,IFNs,"Interleukin-2, IFNs, and TNF are biologic response modifiers that are part of an intricate network of interacting cytokines released during an immune response.",NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,LLM_JUDGE
1378983,Interleukin-2,TNF,"Interleukin-2, IFNs, and TNF are biologic response modifiers that are part of an intricate network of interacting cytokines released during an immune response.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
1378983,Interleukin-2,TNF,"Interleukin-2, IFNs, and TNF are biologic response modifiers that are part of an intricate network of interacting cytokines released during an immune response.",NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,LLM_JUDGE
1378983,Interleukin-2,interacting cytokines,"Interleukin-2, IFNs, and TNF are biologic response modifiers that are part of an intricate network of interacting cytokines released during an immune response.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
1378983,Interleukin-2,interacting cytokines,"Interleukin-2, IFNs, and TNF are biologic response modifiers that are part of an intricate network of interacting cytokines released during an immune response.",NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,LLM_JUDGE
1380241,Interleukin-6,multifunctional cytokine,"Interleukin-6 (IL-6) is a multifunctional cytokine which acts on a wide variety of cells, regulating immune response, acute phase reaction and hematopoiesis.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
1380241,Interleukin-6,multifunctional cytokine,"Interleukin-6 (IL-6) is a multifunctional cytokine which acts on a wide variety of cells, regulating immune response, acute phase reaction and hematopoiesis.",NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,LLM_JUDGE
1382701,Granulocyte-macrophage colony-stimulating factor,GM-CSF-R,"Granulocyte-macrophage colony-stimulating factor (GM-CSF) activates a broad range of myeloid cells through binding to high-affinity receptors (GM-CSF-R) consisting of at least two distinct subunits, GM-CSF-R alpha and GM-CSF-R beta.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
1382701,Granulocyte-macrophage colony-stimulating factor,GM-CSF-R alpha,"Granulocyte-macrophage colony-stimulating factor (GM-CSF) activates a broad range of myeloid cells through binding to high-affinity receptors (GM-CSF-R) consisting of at least two distinct subunits, GM-CSF-R alpha and GM-CSF-R beta.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
1382701,Granulocyte-macrophage colony-stimulating factor,GM-CSF-R beta,"Granulocyte-macrophage colony-stimulating factor (GM-CSF) activates a broad range of myeloid cells through binding to high-affinity receptors (GM-CSF-R) consisting of at least two distinct subunits, GM-CSF-R alpha and GM-CSF-R beta.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
1382701,Granulocyte-macrophage colony-stimulating factor,high-affinity receptors,"Granulocyte-macrophage colony-stimulating factor (GM-CSF) activates a broad range of myeloid cells through binding to high-affinity receptors (GM-CSF-R) consisting of at least two distinct subunits, GM-CSF-R alpha and GM-CSF-R beta.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
1382701,Granulocyte-macrophage colony-stimulating factor,high-affinity receptors,"Granulocyte-macrophage colony-stimulating factor (GM-CSF) activates a broad range of myeloid cells through binding to high-affinity receptors (GM-CSF-R) consisting of at least two distinct subunits, GM-CSF-R alpha and GM-CSF-R beta.",NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,LLM_JUDGE
1382704,Tumor necrosis factor,TNF-beta,"Tumor necrosis factor (TNF)-alpha and TNF-beta have multiple effects on human acute myeloid leukemia (AML) cells in vitro, including (1) synergistic stimulation of proliferation with interleukin-3 (IL-3) and granulocyte-macrophage colony-stimulating factor (GM-CSF) and upregulation of interleukin-3 (IL-3) and GM-CSF receptors; (2) inhibition of granulocyte-CSF (G-CSF)-induced growth and rapid downmodulation of G-CSF receptors; and (3) induction of autocrine growth.",NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,LLM_JUDGE
1382704,Tumor necrosis factor,interleukin-3,"Tumor necrosis factor (TNF)-alpha and TNF-beta have multiple effects on human acute myeloid leukemia (AML) cells in vitro, including (1) synergistic stimulation of proliferation with interleukin-3 (IL-3) and granulocyte-macrophage colony-stimulating factor (GM-CSF) and upregulation of interleukin-3 (IL-3) and GM-CSF receptors; (2) inhibition of granulocyte-CSF (G-CSF)-induced growth and rapid downmodulation of G-CSF receptors; and (3) induction of autocrine growth.",NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,LLM_JUDGE
1383032,Hepatocyte growth factor,plasminogen-like molecule,Hepatocyte growth factor is a plasminogen-like molecule with diverse biological effects.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
1384092,Granulocyte colony-stimulating factor,NHS-biotin,"Granulocyte colony-stimulating factor (G-CSF) was linked to NHS-biotin to yield biotinylated G-CSF (b-G-CSF), which retained the ability to stimulate colony formation by normal bone marrow (BM) cells in methylcellulose.",Association,NO_RELATION,NO_RELATION,NO_RELATION,ENCODER_ENSEMBLE
1384092,Granulocyte colony-stimulating factor,b-G-CSF,"Granulocyte colony-stimulating factor (G-CSF) was linked to NHS-biotin to yield biotinylated G-CSF (b-G-CSF), which retained the ability to stimulate colony formation by normal bone marrow (BM) cells in methylcellulose.",Association,NO_RELATION,NO_RELATION,NO_RELATION,ENCODER_ENSEMBLE
1384479,Hepatocyte growth factor,hepatotrophic and renotrophic factor,Hepatocyte growth factor (HGF) functions as a hepatotrophic and renotrophic factor for regeneration of the liver and kidney.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
1384479,Hepatocyte growth factor,hepatotrophic and renotrophic factor,Hepatocyte growth factor (HGF) functions as a hepatotrophic and renotrophic factor for regeneration of the liver and kidney.,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,LLM_JUDGE
1385537,Interleukin-8,cytokine,"Interleukin-8 (IL-8) is a chemotactic and activating cytokine for neutrophils, which plays an important role in acute inflammatory responses.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
1385537,Interleukin-8,cytokine,"Interleukin-8 (IL-8) is a chemotactic and activating cytokine for neutrophils, which plays an important role in acute inflammatory responses.",NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,LLM_JUDGE
1385812,Granulocyte-macrophage colony-stimulating factor,glycoprotein,Granulocyte-macrophage colony-stimulating factor (GM-CSF) is a glycoprotein required for the proliferation and differentiation of granulocyte and macrophage precursors.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
1387082,Interleukin-4,lymphokine,"Interleukin-4 (IL-4) represents a prototypic lymphokine (for a recent review see Paul, 1991).",Association,NO_RELATION,NO_RELATION,NO_RELATION,ENCODER_ENSEMBLE
1391232,Interleukin-6,mitogens,Interleukin-6 (IL-6) is a pleiotropic cytokine and has been shown to support the growth of T and B lymphocytes in the presence of mitogens in vitro.,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,LLM_JUDGE
1398779,Interferon gamma,Lectins,"Lectins from eight leguminous seeds from the Diocleae tribe were compared to Concanavalin A (Con A), a well known T cell mitogen, on the stimulation of lymphocyte proliferation and Interferon gamma (IFN-gamma) production by peripheral blood mononuclear cells (PBMC) from normal volunteers.",NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,LLM_JUDGE
1405316,Interleukin-6,acute-phase proteins,"Interleukin-6 (IL-6) has a complex spectrum of biological activities, for example, growth and differentiation of B cells and synthesis of acute-phase proteins by the liver.",NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,LLM_JUDGE
1405321,Tumor necrosis factor,TNF alpha,Tumor necrosis factor alpha (TNF alpha) production by proximal tubuli was studied by immunoperoxidase staining of 20 renal biopsies from transplant patients.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
1417133,Interferon gamma,IFN gamma,Interferon gamma (IFN gamma) has been advocated in open studies as a beneficial remission inducing drug for the treatment of rheumatoid arthritis (RA).,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,LLM_JUDGE
1419612,Interleukin-4,EGFR,Interleukin-4 receptor (IL-4R) and Epidermal Growth Factor receptor (EGFR) were assessed as factors associated with adenoma-carcinoma progression in colorectal cancer and tumour invasion.,Association,Association,Association,Association,ENCODER_ENSEMBLE
1419612,Interleukin-4,Epidermal Growth Factor receptor,Interleukin-4 receptor (IL-4R) and Epidermal Growth Factor receptor (EGFR) were assessed as factors associated with adenoma-carcinoma progression in colorectal cancer and tumour invasion.,Association,Association,Association,Association,ENCODER_ENSEMBLE
1419612,Interleukin-4,Epidermal Growth Factor receptor,Interleukin-4 receptor (IL-4R) and Epidermal Growth Factor receptor (EGFR) were assessed as factors associated with adenoma-carcinoma progression in colorectal cancer and tumour invasion.,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,LLM_JUDGE
1419612,Interleukin-4,IL-4R,Interleukin-4 receptor (IL-4R) and Epidermal Growth Factor receptor (EGFR) were assessed as factors associated with adenoma-carcinoma progression in colorectal cancer and tumour invasion.,Association,Association,Association,Association,ENCODER_ENSEMBLE
1419810,Interleukin-2,TNF,"The administration of Interleukin-2 (IL-2) causes the release or generation of other cytokines such as tumour necrosis factor (TNF) which, by disturbing the anticoagulant properties of the endothelium, may induce a procoagulant state in patients receiving this drug.",NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,LLM_JUDGE
1419810,Interleukin-2,cytokines,"The administration of Interleukin-2 (IL-2) causes the release or generation of other cytokines such as tumour necrosis factor (TNF) which, by disturbing the anticoagulant properties of the endothelium, may induce a procoagulant state in patients receiving this drug.",NO_RELATION,Positive_regulation,NO_RELATION,Positive_regulation,LLM_JUDGE
1419810,Interleukin-2,tumour necrosis factor,"The administration of Interleukin-2 (IL-2) causes the release or generation of other cytokines such as tumour necrosis factor (TNF) which, by disturbing the anticoagulant properties of the endothelium, may induce a procoagulant state in patients receiving this drug.",NO_RELATION,Positive_regulation,NO_RELATION,Positive_regulation,LLM_JUDGE
1421089,Oncostatin-M,CDF/LIF,"Oncostatin-M (OM), a recently described glycoprotein cytokine, is structurally and functionally related to cholinergic differentiation factor/leukemia inhibitory factor (CDF/LIF) and ciliary neurotrophic factor (CNTF).",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
1421089,Oncostatin-M,CNTF,"Oncostatin-M (OM), a recently described glycoprotein cytokine, is structurally and functionally related to cholinergic differentiation factor/leukemia inhibitory factor (CDF/LIF) and ciliary neurotrophic factor (CNTF).",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
1421089,Oncostatin-M,ciliary neurotrophic factor,"Oncostatin-M (OM), a recently described glycoprotein cytokine, is structurally and functionally related to cholinergic differentiation factor/leukemia inhibitory factor (CDF/LIF) and ciliary neurotrophic factor (CNTF).",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
